company_id,company_name,average_rating,num_review,city,type,num_employee,country,working_day,OT,overview,expertise,benifit,logo_link
schola,SCHOLA,,Reviews,"District 10, Ho Chi Minh",Product,1-50,Vietnam,Monday - Friday,No OT,"Schola is founded by a strong team of ex-Facebook and Garena employees. Schola is developing a cutting-edge AI English communication mobile application, which focuses on speech, listening, vocab and gamification of English learning activities. We are using Flutter for app development and Java microservices for the backend. 



Many non-native English learners can read the language and understand, BUT cannot speak or listen well. Our app will help them increase their English speaking and listening confidence for jobs and studies.



We have offices in Singapore and Vietnam and are looking to build a rockstar Engineering team. We love ambitious team members.



Come join us in this multi-million dollar opportunity and make a difference to Vietnam and Southeast Asia!",,"Getting 13th month pay every year as company rule


Work with founder who are ex.Facebook Product and Business Managers


Company’s labor policy completely pursuant to Vietnamese labor legislation (social &amp; health insurance, annual leave, working conditions, etc.);


Young, dynamic working environment


Snack, coffee free in office


Join our team building program and many parties (lunch party, dinner party, cinema,...)


Having the chance to work with skilled foreign professionals


Flexible working hour",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMzFERkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--605646bae3e2b85db88559c28234f3c896943fa0/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJU2xCSEJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--b87d503d3a457aac1246ae514e3d214676592f9b/IMG_1397.JPG
v-key-pte,V-KEY Pte.,,Reviews,"Tan Binh, Ho Chi Minh",Product,51-150,Singapore,Monday - Friday,No OT,"Our patented technology V-OS has been deployed by top banks, mobile payment providers, and governments to secure software solutions and protect more than 30 million users globally.

We are rapidly expanding into new markets and new customer segments. Apart from securing digital transactions for everyone, we are also enabling new generation technology by providing the cyber- security infrastructure for banking, government and smart homes, among many others.

At V-Key, we are building towards a future where technology users can enjoy unprecedented security and convenience.",,"Macbook Pro laptop for working


Base salary package


Annual leaves with 14 days at the beginning and insurance types following by the Labour Code


Flexi benefits with 3 mil VND per year


Types of leaves as per organization’s policy (birthday leave, personal leave, medical leave and monthly work from home)


Performance based reward and recognition


Healthcare package, sponsored football clubs, company trip, and team building (x3)


Dynamic, young and friendly environment with enjoyable staffs activities",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMVI0RkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--69d65a3790994c0a8c3933f520873d8a15a354df/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/Screen%20Shot%202020-03-25%20at%205.26.42%20PM.png
infocus-mekong-research,Infocus Mekong Research,,Reviews,"District 1, Ho Chi Minh",Product,1-50,Vietnam,Monday - Friday,No OT,"Infocus is Vietnam’s first dedicated Mobile market research agency, with the most advanced mobile data capture technology and a very large pre-recruited data base of consumers Infocus management group has over 20 years’ in-country experience in Vietnam and experience in market research across the Mekong Region.
The company’s mission is to revolutionize market research in Vietnam by utilizing mobile technology, data base optimization and commercialization and providing multiple source information for high end strategic and integrated research.
OUR MISSION
For Staff: Provide a fun, learning and progressive work environment
For Clients : Deliver actionable insights – Focused – Faster – Efficient",,,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM0F4REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e028dc5b9a077c99afbe616bb12c386ba3a8cfa4/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--0ee2142826455db8f2c2c0595c4fa369c30c09c8/infocus-logo.jpg
the-al-fresco-s-group,The Al Fresco's Group,,Reviews,"District 1, Ho Chi Minh",Product,1000+,Vietnam,Monday - Saturday,No OT,"Al Fresco’s has been delivering a great-quality, casual dining experience in Vietnam since 1996. We have built our reputation on out steak, pizza, pasta and ribs. This is complemented with an extensive drinks list which includes fresh juices and smoothies, local and imported beers, and an extensive wine list.

Ever popular with Vietnamese and expatriate families, couples and groups of friends, Al Fresco’s evinces a clean, comfortable and casual feel and is a welcoming oasis amid the hustle and bustle where you get great quality food, amazing customer service and great value. 

With locations across the country in Ho Chi Minh City, Hanoi, Haiphong and Danang, AL Fresco’s is quality casual dining at its best. We also have a fast and efficient delivery service with a team of our own in-house drivers.

At heart we serve Italian-inspired cuisine. Al Fresco’s pizza is at the core of our business, as either dine-in or takeaway, and our long-running two-for-one pizza deal is a perennial favourite.

One of the first restaurants in Vietnam to offer quality steaks at an affordable price, we source only the best quality Australian, New Zealand and USDA prime beef.",,"Good and friendly working environment.


Allowances: Petrol, phone, lunch meal.


Free of charge restaurant meal (allowance / month).


100% salary on probation time.


Tet Bonus


Social insurance based on with Vietnamese Labor Law.


Accident insurance 24/24.


12 days annual leave / year, 14 days after 3 years ……


Benefits: Birthday, Staff party, football, Chirstmas party, Chirstmas gift …",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBODRaR2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bc9ca4c16031aca0f79d5bce398f1b6ec99dfd38/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--0ee2142826455db8f2c2c0595c4fa369c30c09c8/New%20logo%20AFG.jpg
icado,ICADO,,Reviews,"District 1, Ho Chi Minh",Product,1-50,Vietnam,Monday - Friday,No OT,"Camdonhanh (ICADO Jsc) được sáng lập bởi quỹ đầu tư tài chính hàng đầu Đông Nam Á - John Galt Ventures (Phillipines)


Chúng tôi có kinh nghiệm trong lĩnh vực nghiên cứu và phát triển các mô hình công ty tài chính tập trung vào các khách hàng ở khu vực Đông Nam Á. Các mô hình này được xây dựng dựa trên sự hiểu biết chuyên sâu về nhu cầu cũng như vấn đề riêng biệt của từng khách hàng mục tiêu.

Chúng tôi áp dụng công nghệ tiên tiến và phương pháp chuyên nghiệp để tạo ra giải pháp tài chính riêng biệt cho mọi khách hàng.

Camdonhanh được áp dụng những nền tảng công nghệ hiện đại để chuyên nghiệp hóa dịch vụ cầm đồ truyền thống. Mọi giao dịch và thông tin của khách hàng đều được bảo mật tuyệt đối. Camdonhanh luôn nỗ lực cải thiện để phục vụ khách hàng tốt nhất và hướng đến mô hình khởi nghiệp về tài chính - công nghệ hàng đầu.

Camdonhanh hứa hẹn mang đến sự phục vụ tốt nhất với mô hình hỗ trợ tài chính hợp pháp; là hình thức dịch vụ cầm đồ hiện đại và hoàn toàn khác biệt với các yếu tố nổi bật:



Chuyên nghiệp


An toàn


Tiện lợi



Hiện tại chúng tôi đang có các chi nhánh tại TP. HCM


Thông tin tham khảo:





https://www.camdonhanh.vn/




http://www.johngaltventures.com/",,"Competitive salary with attractive bonus


Be fully paid Social Insurance in accordance with the Company &amp; Labor Law


Paid leave: 12 days / year &amp; public holidays


Well compensation package based on performance and value creation


Periodic wage increases


Bonus for excellent project performance


13th salary (up to 2 months - based on level)






Annual company trip; monthly team building &amp; birthday party


Young and dynamic working environment; Clean &amp; modern office


Sick leave, maternity, funeral as other benefits",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK0EyREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--35d0d88d6a8217d425678a5a81e05cb1c81b3129/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/icado-logo.png
piacom,PIACOM,,1 Review,"Nam Tu Liem, Ha Noi",Product,51-150,Vietnam,Monday - Friday,,"Công ty Cổ phần Tin học Viễn thông Petrolimex (PIACOM) là đơn vị thành viên của Tập đoàn Xăng dầu Việt Nam (PETROLIMEX). Công ty được thành lập ngày 19/08/2003 trên cơ sở cổ phần hóa Trung tâm Tin học và Tự động hóa của Tổng Công ty xăng dầu Việt Nam. Kế thừa những thành quả áp dụng công nghệ trong quản lý của PETROLIMEX, Công ty đã có trên 20 năm hoạt động trong lĩnh vực CNTT và Tự động hóa ngành xăng dầu với hơn 100 thạc sỹ, kỹ sư giàu kinh nghiệm triển khai các dự án trong nước và quốc tế.

        Các thông tin giao dịch của PIACOM: 




Tên tiếng Việt: Công ty Cổ phần Tin học Viễn Thông Petrolimex





Tên tiếng Anh:
 Petrolimex Information Technology and Telecommunication  Joint-Stock Company.




Tên gọi tắt khi giao dịch
: PIACOM 




Địa chỉ
: Số 1 Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội




VPGD
: Tầng 15 Tòa nhà Detech, Số 8C Tôn Thất Thuyết, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội




Điện thoại
: 024 35182072; 
Fax
: 04 35192067




Chi nhánh miền Nam
: Tầng 6 Toà nhà Winhome 209 Hoàng Văn Thụ, P. 8, Q. Phú Nhuận, TP. HCM




E-mail
: 
piacom@petrolimex.com.vn






Website
: 
http://www.piacom.petrolimex.com.vn",,"Thời gian làm việc: 05 ngày/ tuần (nghỉ Thứ 7, Chủ nhật)


Được tham gia các chương trình đào tạo theo yêu cầu công việc và theo quy chế Công ty.


Chế độ nghỉ phép, nghỉ lễ, BHXH, BHYT, BHTN theo quy định của Luật hiện hành. Hệ thống thù lao, phúc lợi cạnh tranh (Lương cố định, lương hiệu quả, hỗ trợ ăn trưa, hỗ trợ xăng xe ngoài lương, chế độ BH dành riêng cho con người Petrolimex, nghỉ mát, trang phục …)


Làm việc trong môi trường chuyên nghiệp, văn minh, chủ động, sáng tạo, dân chủ cao và mang đậm bản sắc Petrolimex


Cơ hội thăng tiến cao.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMUl0REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0c7d669e445b11ef90b5e619f15bb0deb81b4d4d/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--0ee2142826455db8f2c2c0595c4fa369c30c09c8/piacom-logo.jpg
nest-tech-vn,Nest Tech VN,4.5,4 Reviews,"District 4, Ho Chi Minh",Product,1-50,Vietnam,Monday - Friday,No OT,"Nest Tech is a venture capital firm that invests in and nurtures technology start-ups at the seed and early growth stages, focusing on the fast growing markets of Vietnam and South East Asia. We collaborate on and develop creative ideas, augmented by our development team. Our company offers a vibrant and innovative environment to work with an experienced and cross-cultural team, with strong opportunities for growth.",,"Have the chance to work with multiple platforms and vastly improve your skills &amp; knowledge.


Warm, friendly &amp; constructive working environment.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeEVNRFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3fadd31a0f6b93c88d9fdbb4488b6b550456b93e/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/nest-tech-vn-logo.png
shodan,Shodan,,Reviews,"Others, Ho Chi Minh, Ha Noi, Da Nang",Product,1-50,United States,Monday - Friday,No OT,"Shodan is bootstrapped, profitable small business located in the beautiful city of Austin. What started out as a hobby project running out of a closet has grown over the past decade into the de facto standard on Internet intelligence. We love solving problems, writing code (API-first) and setting our own schedule. To that end, all positions at Shodan are 
remote-only
 and we heavily value good writing/ documentation skills. Billions of banners, millions of users and a lot of interesting challenges - if you'd like to join the team then send us your resume!","Python


Docker


Good communication skills


Basic understanding of network protocols


NoSQL


Real-time streaming architectures


HTML/ CSS/ JS


Kubernetes","Join the Shodan team and help develop the next generation of Internet intelligence products used by millions of people and thousands of companies. We're looking for software engineers that enjoy solving problems, working across technologies, setting their own schedule and mining large amounts of data.

Shodan is bootstrapped, profitable small business located in the beautiful city of Austin. What started out as a hobby project running out of a closet has grown over the past decade into the de facto standard on Internet intelligence. We love solving problems, writing code (API-first) and setting our own schedule. To that end, all positions at Shodan are remote-only and we heavily value good writing/ documentation skills. Billions of banners, millions of users and a lot of interesting challenges - if you'd like to join the team then send us your resume!",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMHFlRkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9645e2eee1d72ce778591610a71201a8f1ad9aa8/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/shodan-logo.png
cong-ty-co-phan-tap-doan-meey-land,Công Ty Cổ Phần Tập Đoàn Meey Land,5.0,3 Reviews,"Dong Da, Ha Noi",Product,301-500,Vietnam,Monday - Friday,No OT,"From his determination and passion for the business in the past 10 years, Founder – CEO – Mr. Hoang Mai Chung has constantly made efforts to solve the issue around the Real Estate Market. As a result, ‘
Meey Land proptech Ecosystem’
 was established to solve persistent problems of the Real estate market such as the: liquidity, clarity, transparency, convenience, shortening the length of transaction time, etc. 

Maximizing the power of Information Technology


Meey Land
 offers its users with the perfect solution from a Real estate application, and a finest technology solution. Meey Land’s ecosystem is a standard model created under the smooth combination of Technologies – Real estate – Finance. An Ecosystem that helps users to reach, search, identify and share data of Real Estateto the people in need in an automatic way, with criteria of ‘Swift – Simple – Economical’


Meey Land
 has earned the stature of innovation with our courage to lead and break through the market, and to promote the mind of Vietnamese to the whole world.

Please Join us on our journey of establishing Vietnamese value &amp; intelligence to the World.",,"Fully enjoy the benefits of social insurance and health insurance in accordance with the State's regulations and other regimes according to the Company's regulations.


Trained, trained and worked in a dynamic, professional environment with development opportunities.


Participate in parties, holidays, Tet, birthdays... the company organizes.


Working time: Mon - Fri | 08:00-12:00 &amp; 13:30 - 18:00


Flexible check-in from 07:30 a.m. to 9:00 a.m.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd2ZvSGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8753d73c111d9f39da48e232e33b4108a368384b/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/Logo-02.png
gapit-communication,GAPIT Communication,,Reviews,"Ha Noi, Ho Chi Minh",Product,51-150,Vietnam,Monday - Friday,No OT,"Chính thức được thành lập vào ngày 10/11/2005 cùng với sự đồng hành của Quỹ đầu tư DFJ Vinacapital từ năm 2007, trong suốt hơn 16 năm qua, GAPIT tự hào là một trong những công ty hàng đầu của Việt Nam cung cấp dịch vụ Truyền thông, Marketing với hệ sinh thái đầy đủ nhất. Đồng thời, GAPIT hướng tới việc xây dựng được một đội ngũ nhân viên đam mê nghề, nhiệt huyết và chuyên nghiệp.",,,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMDR3REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d37efd8612682fda7353ae9af57753f7a004fbf5/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/gapit-communication-logo.png
